Gtin;Status;BrandName;TradeItemDescription.LanguageCode;TradeItemDescription.Value;TradeItemDescription.LanguageCode;TradeItemDescription.Value;ProductNetContent.Value;ProductNetContent.MeasureUnit;ProductNetContent.MeasureUnitCode;GpcId;TradeItemUnitDescriptorCode;TradeItemUnitDescriptor;IsTradeItemAConsumerUnit;ChildGtin.Quantity;ChildGtin.Gtin;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;CreatedDateTime;LastChangeDateTime;EAN;EAN sá?ek;EAN Krabice;Druh položky;Produktová ?ada;Kategorie;Prefix kategorie;Kód kategorie;Podkategorie;Provedení;Kod provedení;Varianta;Odd?lova?;Kód produktu;Prefix Kód produktu;Druh materiálu;Skupina položek AX;Skupina ?ádkové slevy AX;Dodavatel;I?O Dodavatele;Zem? p?vodu;Norma;T?ída materiálu;Pr?m?r;Úhel [°];Váha [kg];Pr?m?r (D) [mm];Tlouš?ka st?ny (T) [mm];Rozm?r;First line engraving;Second line engraving;Third line engraving;Fourth line engraving;Engraving on back filename;GS1 digitallink;L [mm];Rozm?r (L1) [mm];Rozm?r (Z) [mm];Rozm?r (Z1) [mm];Rozm?r (S) [mm];Rozm?r (S1) [mm];Prm. (d) [mm];Po?et d?r (n);Rozm?r (H) ;Rozm?r (D1)  [mm] ;Rozm?r (D2)  [mm] ;Sá?ek ks;Sá?ek jednotka EN;Po?et sá?k? v krabici;Jednotka sacky v krabici EN;Krabice ks;Krabice jednotka EN;UNC obrazek stitek;Popis štítek EN;Popis štítek CZ;Popis štítek CZ bez rozm?ru;Druh zápisu;Název;Zkrácený popis štítek CZ PH;RZZZ; Nákupní cena CN [USD] ;P?vdoní cena;Zdražení;bbb;nár?st;fa;Drawing_url;picture_url;Typ Krabice;Rozm?r Krabice;Rozm?r sá?ku;x11;Objednávka 0;Objednávka krabic 0;1. Objednávka ks;1. Objednávka krabic;1 objednávka cena za položky;Váha zboží 1. objednávky [kg];NC Zboží po Michalovi CZK;Cena dopravy CZK;Cena cla;Základní kalkulace NC sklad;NC po clu a doprave za  3000USD, USD je 24;NC po clu a doprave za  5000USD, USD je 24;NC po clu a doprave za  7000USD, USD je 24;NC po clu a doprave za  10000USD, USD je 24; ARSECO DPC ;Kod ARSECO; ARSECO 50% TENDR ; ARSECO ARENA ; Nákup VO DE EUR ; Nákup VO DE CZK ;Násobek DE vs Nákupní cena CN;Nejlevn?jší na Inet;rozdíl nákup vs internet koeficient;NC priblizebna sklad;Cenik TP316L;PC ARSECO TAVINOX;PC VO1 TAVINOX;Hruba marze PC ARSECO TAVINOX;Hruba marze PC VO1 TAVINOX;2. Objednávka ks;2. Objednávka krabic;3. Objednávka ks;3. Objednávka krabic;4. Objednávka ks;4. Objednávka krabic
08596683001325;ACTIVE;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 35 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 35 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683001325;08596683001332;08596683001349;Základní položka;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.35;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;45;0,142;35;1,5;35 mm;<Logo TAVINOX Centered>;TAVINOX;(M)35-316L;DVGW;08596683001325.jpg;https://id.tavinox.com/01/08596683001325;55;75;29;;;;;;;;;5;pcs;8;bags;40;pcs;C:/images/OB11MF_label_drawing.png;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);9;PRESS 316L Oblouk 45° (MxF) 35 mm;Oblouk  ;45° (MxF) 35 mm; $3,09 ;;;;;;;;A;320x240x170;230x210;;320;8;160;4; $494,40 ;22,72;75,64;2,42;2,89;80,95;79,65;80,45;81,25;82,46; 330,75 K? ;16370005; 165,38 K? ; 157,11 K? ; 5,08 € ; 128,52 K? ;159%;;0;80,95 K?;728,55 K?;182,14 K?;320,56 K?;101,19 K?;239,61 K?;360;9;280;7;;
08596683001332;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 35 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 35 mm;5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683001325;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683001332;;;Balení nebo vnit?ní balení;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.35;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;45;;35;;35 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 35 mm;Oblouk  ;45° (MxF) 35 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001349;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 35 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 35 mm;40.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;8;08596683001332;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683001349;;;Krabice, karton;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.35;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;45;;35;;35 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 35 mm;Oblouk  ;45° (MxF) 35 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001356;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 42 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 42 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683001356;08596683001363;08596683001370;Základní položka;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.42;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;45;0,22;42;1,5;42 mm;<Logo TAVINOX Centered>;TAVINOX;(M)42-316L;DVGW;08596683001356.jpg;https://id.tavinox.com/01/08596683001356;65;77;35;;;;;;;;;1;pc;20;bags;20;pcs;C:/images/OB11MF_label_drawing.png;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);9;PRESS 316L Oblouk 45° (MxF) 42 mm;Oblouk  ;45° (MxF) 42 mm; $3,96 ;;;;;;;;A;320x240x170;230x210;;200;10;100;5; $396,00 ;22,00;96,94;3,75;3,73;104,41;102,39;103,64;104,88;106,75; 501,75 K? ;16370006; 250,88 K? ; 238,33 K? ; 7,70 € ; 194,81 K? ;187%;;0;104,41 K?;939,72 K?;234,93 K?;413,48 K?;130,52 K?;309,07 K?;80;4;80;4;;
08596683001363;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 42 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 42 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683001356;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683001363;;;Balení nebo vnit?ní balení;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.42;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;45;;42;;42 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 42 mm;Oblouk  ;45° (MxF) 42 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001370;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 42 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 42 mm;20.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;20;08596683001363;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683001370;;;Krabice, karton;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.42;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;45;;42;;42 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 42 mm;Oblouk  ;45° (MxF) 42 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001387;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 54 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 54 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683001387;08596683001394;08596683001400;Základní položka;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.54;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;45;0,329;54;1,5;54 mm;<Logo TAVINOX Centered>;TAVINOX;(M)54-316L;DVGW;08596683001387.jpg;https://id.tavinox.com/01/08596683001387;78;95;43,5;;;;;;;;;1;pc;10;bags;10;pcs;C:/images/OB11MF_label_drawing.png;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);9;PRESS 316L Oblouk 45° (MxF) 54 mm;Oblouk  ;45° (MxF) 54 mm; $4,73 ;;;;;;;;A;320x240x170;230x210;;200;20;80;8; $378,40 ;26,32;115,79;5,60;4,49;125,89;122,86;124,72;126,58;129,37; 685,42 K? ;16370007; 342,71 K? ; 325,57 K? ; 10,52 € ; 266,16 K? ;211%;;0;125,89 K?;1 132,98 K?;283,24 K?;498,51 K?;157,36 K?;372,62 K?;110;11;110;11;;
08596683001394;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 54 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 54 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683001387;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683001394;;;Balení nebo vnit?ní balení;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.54;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;45;;54;;54 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 54 mm;Oblouk  ;45° (MxF) 54 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001400;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 54 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 54 mm;10.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;10;08596683001394;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683001400;;;Krabice, karton;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.54;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;45;;54;;54 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 54 mm;Oblouk  ;45° (MxF) 54 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001417;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 76,1 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 76,1 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683001417;08596683001424;08596683001431;Základní položka;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.76;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;45;0,9;76,1;2;76,1 mm;<Logo TAVINOX Centered>;TAVINOX;(M)76,1-316L;DVGW;08596683001417.jpg;https://id.tavinox.com/01/08596683001417;113,5;116;62;;;;;;;;;1;pc;4;bags;4;pcs;C:/images/OB11MF_label_drawing.png;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);9;PRESS 316L Oblouk 45° (MxF) 76,1 mm;Oblouk  ;45° (MxF) 76,1 mm; $15,65 ;;;;;;;;A;320x240x170;230x210;;100;25;40;10; $626,00 ;36,00;383,11;15,33;14,74;413,19;404,92;410,01;415,09;422,72; 2 157,61 K? ;16370208; 1 078,81 K? ; 1 024,86 K? ; 33,13 € ; 838,19 K? ;203%;;0;413,19 K?;3 718,67 K?;929,67 K?;1 636,21 K?;516,48 K?;1 223,03 K?;56;14;56;14;;
08596683001424;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 76,1 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 76,1 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683001417;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683001424;;;Balení nebo vnit?ní balení;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.76;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;45;;76,1;;76,1 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 76,1 mm;Oblouk  ;45° (MxF) 76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001431;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 76,1 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 76,1 mm;4.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;4;08596683001424;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683001431;;;Krabice, karton;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.76;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;45;;76,1;;76,1 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 76,1 mm;Oblouk  ;45° (MxF) 76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001448;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 88,9 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 88,9 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683001448;08596683001455;08596683001462;Základní položka;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.88;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;45;1,2;88,9;2;88,9 mm;<Logo TAVINOX Centered>;TAVINOX;(M)88,9-316L;DVGW;08596683001448.jpg;https://id.tavinox.com/01/08596683001448;129;135;71;;;;;;;;;1;pc;2;bags;2;pcs;C:/images/OB11MF_label_drawing.png;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);9;PRESS 316L Oblouk 45° (MxF) 88,9 mm;Oblouk  ;45° (MxF) 88,9 mm; $22,06 ;;;;;;;;A;320x240x170;230x210;;100;50;36;18; $794,16 ;43,20;540,03;20,44;20,74;581,21;570,18;576,97;583,75;593,93; 2 851,48 K? ;16370209; 1 425,74 K? ; 1 354,45 K? ; 43,78 € ; 1 107,63 K? ;191%;;0;581,21 K?;5 230,87 K?;1 307,72 K?;2 301,58 K?;726,51 K?;1 720,37 K?;62;31;62;31;;
08596683001455;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 88,9 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 88,9 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683001448;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683001455;;;Balení nebo vnit?ní balení;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.88;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;45;;88,9;;88,9 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 88,9 mm;Oblouk  ;45° (MxF) 88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001462;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 88,9 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 88,9 mm;2.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;2;08596683001455;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683001462;;;Krabice, karton;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.88;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;45;;88,9;;88,9 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 88,9 mm;Oblouk  ;45° (MxF) 88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001479;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 108 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 108 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683001479;08596683001486;08596683001493;Základní položka;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.108;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;108;45;1,6;108;2;108 mm;<Logo TAVINOX Centered>;TAVINOX;(M)108-316L;DVGW;08596683001479.jpg;https://id.tavinox.com/01/08596683001479;156;162;84;;;;;;;;;1;pc;1;bag;1;pc;C:/images/OB11MF_label_drawing.png;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);9;PRESS 316L Oblouk 45° (MxF) 108 mm;Oblouk  ;45° (MxF) 108 mm; $31,53 ;;;;;;;;A;320x240x170;230x210;;100;100;35;35; $1 103,55 ;56,00;771,85;27,26;29,57;828,68;813,98;823,02;832,07;845,64; 3 689,61 K? ;16370210; 1 844,81 K? ; 1 752,56 K? ; 56,65 € ; 1 433,25 K? ;173%;;0;828,68 K?;7 458,09 K?;1 864,52 K?;3 281,56 K?;1 035,85 K?;2 452,88 K?;64;64;64;64;;
08596683001486;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 108 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 108 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683001479;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683001486;;;Balení nebo vnit?ní balení;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.108;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;108;45;;108;;108 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 108 mm;Oblouk  ;45° (MxF) 108 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001493;DRAFT;TAVINOX;CS;PRESS 316L Oblouk 45° (MxF) 108 mm;EN;PRESS 316L Street Obtuse Elbow 45° (MxF) 108 mm;1.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;1;08596683001486;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683001493;;;Krabice, karton;TP;Oblouk;OB;05;;MxF;MF;11;.;OB11MF.108;OB11MF;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;108;45;;108;;108 mm;;;;;;;x;x;x;;;;;;;;;;;;;;;;PRESS 316L Street Obtuse Elbow 45° (MxF);Oblouk 45°;PRESS 316L Oblouk 45° (MxF);;PRESS 316L Oblouk 45° (MxF) 108 mm;Oblouk  ;45° (MxF) 108 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683001509;ACTIVE;TAVINOX;CS;"PRESS 316L Nást?nka (FxRp) 15 mm x 1/2""";EN;"PRESS 316L Wallplate Elbow (FxRp) 15 mm x 1/2""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683001509;08596683001516;08596683001523;Základní položka;TP;Nást?nka;NS;03;;FxRp;FRP;10;.;NS10FRP.1512;NS10FRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1512;;0,135;15;1,5;"15 mm x 1/2""";<Logo TAVINOX Centered>;TAVINOX;"(M)15x1/2""-316L";DVGW;08596683001509.jpg;https://id.tavinox.com/01/08596683001509;48,5;27;28,5;12;26;x;45;;;;;10;pcs;6;bags;60;pcs;C:/images/NS10FRP_label_drawing.png;PRESS 316L Wallplate Elbow (FxRp);Nást?nka;PRESS 316L Nást?nka (FxRp);;"PRESS 316L Nást?nka (FxRp) 15 mm x 1/2""";Nást?nka;"(FxRp) 15 mm x 1/2"""; $2,80 ;;;;;;;;A;320x240x170;230x210;;720;12;300;5; $840,00 ;40,50;68,54;2,30;2,62;73,46;72,22;72,99;73,75;74,90; 299,78 K? ;16500010; 149,89 K? ; 142,40 K? ; 4,60 € ; 116,38 K? ;158%;;0;73,46 K?;661,18 K?;165,30 K?;290,92 K?;91,83 K?;217,46 K?;180;3;180;3;;
